id,categoria,titulo,descripcion,contacto,ubicacion,fecha_publicacion,hora_publicacion,imagenes_urls,imagen_url,fecha_expiracion,esta_activo,es_historico,fuente_original,edicion_numero,fecha_publicacion_original,contactos_multiples,tamaño
ogsQvc8z16,inmuebles,Alquilo departamento de 3 y 2 dormitorios con servicios independientes;,en Urb. Los Nogales (Ref. por la cevicheria “Las Agallitas”). Razón,932398762,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""932398762"",""principal"":true}]",pequeño
VRX7mw6Ze0,inmuebles,TRANSFORMA TU VIVIENDA EN UN ESPACIO DIGNO Y CONFORTABLE Elige,"vivir en un lugar accesible a todo, en el 1er. Paradero de Velazco Astete, con vistas al nuevo Ovalito de Wanchaq y áreas verdes. Departamento en alquiler o venta con 112 m², 2 baños, 3 habitaciones, sala-comedor, cocina, lavandería, estudio. .",984313163,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""984313163"",""principal"":true}]",pequeño
WI9ZkKI4qr,inmuebles,"SE ALQUILA DEPARTAMENTO AMOBLADO Con 2 dormitorios, sala, comedor, cocina","y 2 baños; en 2do. nivel, ubicado en Larapa, al lado de la Iglesia “Santa Rita de Casia”. Informes , .",910864234,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""910864234"",""principal"":true},{""tipo"":""telefono"",""valor"":""964184874"",""principal"":false}]",pequeño
vdClW9J9-f,inmuebles,"ALQUILO LOCALES COMERCIALES EN CHINCHERO En el paradero principal Entel,","Calle Manco II con la Av. Mateo Pumacahua (ingreso al centro arqueológico), en 1er. nivel con baño propio y luz independiente; acondicionados para todo tipo de negocio. Razón .",952353955,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""952353955"",""principal"":true}]",pequeño
zauSR34Vt4,inmuebles,"ALQUILO HERMOSA CASITA De 3 pisos; ubicada en Urb. Larapa,","consta de 4 habitaciones, 3 baños, sala comedor, cocina americana C/ reposteros altos y bajos, estudio, cuarto de juegos, etc., pequeño almacén, con cochera. Informes Cels. , .",973959699,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""973959699"",""principal"":true},{""tipo"":""telefono"",""valor"":""984665295"",""principal"":false}]",pequeño
qCxh8m06dj,inmuebles,"ALQUILO MINI DEPARTAMENTO EN EL 2DO. PISO De un dormitorio,","cocina, comedor y baño privado, para persona sola o estudiante; ubicado en calle Sucre (altura del 3er. paradero de San Sebastián). .",919047087,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""919047087"",""principal"":true}]",pequeño
r-DDTSgA_r,inmuebles,"ALQUILER DE HABITACIONES AMOBLADAS CON BAÑO PRIVADO TV con internet,","ducha con agua caliente, pequeña cocina para comidas ligeras, cámara de seguridad. Incluye internet Wifi, ubicado al costado del templo Recoleta. los Cels. , .",944141792,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""944141792"",""principal"":true},{""tipo"":""telefono"",""valor"":""958682004"",""principal"":false}]",pequeño
ylggjIgZv6,inmuebles,SE ALQUILA UNA CASA DE CAMPO CON O SIN AMOBLAR,"Ubicada en lugar ecológico, rodeado de vegetación y área verde en la Asociación “El Huerto” Patapata – San Jerónimo (a 30 minutos de la ciudad del Cusco). Razón",920132508,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""920132508"",""principal"":true}]",pequeño
FuK5SLZzoW,inmuebles,SE ALQUILA DEPARTAMENTO EN EL 1ER. PISO Con 2 dormitorios,"amplios, sala-comedor, cocina, baño y lavandería; en Urb. José Carlos Mariátegui B-3 (calle Uno, frente a PRONAA). Cels. , .",974620686,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""974620686"",""principal"":true},{""tipo"":""telefono"",""valor"":""955147113"",""principal"":false}]",pequeño
1rabM393xO,inmuebles,"ALQUILO CASA CONSTA DE 3 HABITACIONES Sala, comedor, patio y","baño; ubicado en calle Mariscal Sucre, paradero Santa Rosa San Sebastián, precio en S/. 1,200 soles (conversable). o , .",925541072,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""whatsapp"",""valor"":""925541072"",""principal"":true},{""tipo"":""whatsapp"",""valor"":""984505300"",""principal"":false}]",pequeño
B8aGY8Q7PP,inmuebles,TIENDAS COMERCIALES EN ESTRENO EN ALQUILER DE 16.5 M² Y,"9 M² Con licencia de construcción aprobada por la municipalidad, ubicadas en zona exclusiva y altamente comercial de Av. El Ejercito. Precio a tratar directamente con la propietaria. Razón Cels. ,",950160572,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""950160572"",""principal"":true},{""tipo"":""telefono"",""valor"":""926073467"",""principal"":false}]",pequeño
4Lh8Xhi6vW,inmuebles,ALQUILO TIENDAS DE 50 Y 45 M² EN 1ER. PISO,Otro de 70 m² en 2do. piso y en sótano de 60 m²; ubicados en Jr. Coya (a media cuadra de Av. Huayruropata). Razón,949703164,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""949703164"",""principal"":true}]",pequeño
1Bz5DzUBar,inmuebles,ALQUILO LOCAL AMPLIO DE 350 M² EN 1ER. PISO Hacia,"la calle, exclusivo para Clínicas, Centros de Rehabilitación, financieras y otros (excepto Restaurantes), en zona altamente comercial y otra moderna oficina de 40 m² en 2do. piso con servicios independientes, apto para agencias de turismo, estudios jurídicos, centros odontológicos y otros; ambos ubicados en Jirón Ricardo Palma A-2, Urb. Santa Mónica – Wanchaq.",953767493,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""953767493"",""principal"":true}]",mediano
5xYgtzgCTs,inmuebles,ALQUILO MINI DEPARTAMENTO En el distrito de San Jerónimo. A,"media cuadra del mercado Vinocanchón y a una cuadra de la prolongación Av. de la Cultura. Consta de 2 habitaciones, 1 baño con terma, sala-cocineta, ideal para estudiantes, o pareja. Comunicarse al .",933541843,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""933541843"",""principal"":true}]",pequeño
kV6yl7UTZp,inmuebles,ALQUILO DEPARTAMENTO EN LA U.V. SANTIAGO Consta de 3 dormitorios,"1 baño, sala-comedor Cocina-lavandería Área 120 m² impecable Razón",920610989,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""920610989"",""principal"":true}]",pequeño
x7IoprbExj,inmuebles,SE ALQUILA AMPLIO LOCAL COMERCIAL DE 160 M² En 5to.,"piso, frente a la UNSAAC. Interesados",984919204,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""984919204"",""principal"":true}]",pequeño
YhKKzn9Wzy,inmuebles,ALQUILO LOCAL COMERCIAL EN 1ER. PISO CON MEZANINE Área total,"290 m² ubicado en Av. Micaela Bastidas nchaq Cusco (frente al Ministerio de Transporte). los Cels. , .",950308964,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""950308964"",""principal"":true},{""tipo"":""telefono"",""valor"":""974755306"",""principal"":false}]",pequeño
w2M7-jtrDB,inmuebles,"SE DA EN CONCESIÓN O ALQUILER HACIENDA-HOTEL Con fines turísticos,",recreativos y para eventos; ubicado cerca a Pisaq y al Señor de Huanca. Propuesta al .,979411631,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""979411631"",""principal"":true}]",pequeño
rHPpd2mMS6,inmuebles,ALQUILO LOCAL COMERCIAL EN 1ER. PISO Excelente ubicación en Av.,"Jorge Chávez - 4to. paradero de Urb. Ttio, entre los colegios Uriel García y Sagrado Corazón de Jesús, ideal para farmacia, librerías, ferretería entre otros. .",958257846,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""958257846"",""principal"":true}]",pequeño
