id,categoria,titulo,descripcion,contacto,ubicacion,fecha_publicacion,hora_publicacion,imagenes_urls,imagen_url,fecha_expiracion,esta_activo,es_historico,fuente_original,edicion_numero,fecha_publicacion_original,contactos_multiples,tamaño
Qv0vuHQBYc,inmuebles,Alquilo local comercial super amplio con SS.HH. en zona estratégica,"y comercial. Av. Micaela Batidas con Pedro Vilcapaza, (frente al Ministerio Transportes). .",993539396,"Micaela Batidas, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""993539396"",""principal"":true}]",pequeño
EkdAA-Nan3,inmuebles,"Alquilo local comercial, urb. Cerveceros - Marcavalle, 290 m², 8","oficinas/consultorios, 2 ambientes amplios multiuso, 3 baños renovados, 1 almacén pequeño, s/6500 soles. o al WhatsApp . Abstenerse intermediarios.",920450658,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""whatsapp"",""valor"":""920450658"",""principal"":true},{""tipo"":""whatsapp"",""valor"":""967743033"",""principal"":false}]",pequeño
B3VdM7xAvh,inmuebles,Ocasión,"Local en alquiler de 270 m² en Av. Manzanapata - Santiago. Ubicación estratégica en área comercial, ideal para cooperativas, farmacias, mueblería y afines. Abstenerse: bares, restaurantes, pollerías. los Cels. , .",993484394,"Santiago, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""993484394"",""principal"":true},{""tipo"":""telefono"",""valor"":""974276766"",""principal"":false}]",pequeño
2qqbwbbbtD,inmuebles,Se alquila local comercial de 30 m² en esquina de,"Jr. Acomayo con Av. Tupac Amaru, cuenta con servicios independientes, ideal para Farmacia, bodega o consultorio. los Cels. , .",973373588,"Tupac Amaru, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""973373588"",""principal"":true},{""tipo"":""telefono"",""valor"":""993001251"",""principal"":false}]",pequeño
_jwdDESBf8,inmuebles,"Alquilo local comercial de 70 m², ubicado en la calle",Santa Teresa - costado del Municipio Central. Razón .,948500038,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""948500038"",""principal"":true}]",pequeño
U0mbHoGdYf,inmuebles,"Alquilo casa con 5 dormitorios amoblados, sala-comedor, cocina amoblada y","4 baños; ubicada en Urb. Santa Eulalia A-6, San Sebastián (altura del 1er. paradero). Razón",947734290,"Santa Eulalia, San Sebastián, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""947734290"",""principal"":true}]",pequeño
bT_vSMt1HE,inmuebles,Se alquila una casa de 2 pisos interior consta de,"3 habitaciones, sala, cocina, acceso independiente, patio compartido, servicios independientes, garaje opcional, en Urb. Covipol D-1. Av. Collasuyo detrás de Magisterio. Razón .",982072829,"Collasuyo, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""982072829"",""principal"":true}]",pequeño
rZPnYNRc7O,inmuebles,A precio de ocasión alquilo departamento moderno y amplio en,"3er. piso, con vista panorámica, servicios independientes, con 2 dormitorios, sala-comedor, cocina, lavandería, C/ terraza, tv-cable, internet y garaje; en Urb. COVIPOL B-3, final de Av. Collasuyo, una cuadra más abajo de PROMART. .",983323900,"COVIPOL, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""983323900"",""principal"":true}]",pequeño
Yu8OQW6zEB,inmuebles,"Alquiler, anticresis o venta departamento de 140 m², en 1er.","piso de 3 dormitorios, sala-comedor amplio, cocina, amplia, 2 baños, UBICADO Urb. Los Andenes C-1 detrás de la UNSAAC. Razón .",984127474,"Los Andenes, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""984127474"",""principal"":true}]",pequeño
7GWlgElT6D,inmuebles,"Alquilo 1 departamento en 7mo. piso (amoblado o sin amoblar),","de 2 dormitorios, 2 baños, sala-comedor, cocina americana, lavandería, garaje opcional; ubicado en Psje. Rayanccata L-5-B, Wanchaq (colindante a Urb. Los Sauces). Razón .",952405000,"Wanchaq, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""952405000"",""principal"":true}]",pequeño
marRzlNWI-,inmuebles,"Alquilo 1 departamento en estreno semi amoblado 4to. piso, de","3 dormitorios, sala-comedor, cocina, lavandería, 2 baños e intercomunicador; con servicios independientes. En San Jerónimo – APROVITE, Santa Marta C-5, a 5 min. de “MAESTRO” (tomar E.T. Rápidos). Razón Cels. , .",950747647,"San Jerónimo, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""950747647"",""principal"":true},{""tipo"":""telefono"",""valor"":""941991223"",""principal"":false}]",pequeño
MVk1-XELyL,inmuebles,Alquilo 2 departamentos amplios con vista panorámica en 2do. y,"4to. piso, de 3 y 2 dormitorios, sala, comedor, cocina, 2 baños, lavandería y cochera (opcional). Y habitaciones para estudiantes; en Urb. Banco de Crédito, a una cuadra del paradero Tingo, entre MAESTRO y la “U” Andina. Razón .",974746458,"Banco, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""974746458"",""principal"":true}]",pequeño
quIVPb7q3W,inmuebles,"Alquilo 2 departamentos de 1 y 3 dormitorios, sala, comedor,","cocina y lavandería; en Urb. Túpac Amaru B-1-11-A San Sebastián, frente al grifo AVA, un paradero antes de la “U” Andina Larapa (pasando el puente de madera a la izquierda). Razón , .",997491844,"San Sebastián, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""997491844"",""principal"":true},{""tipo"":""telefono"",""valor"":""984026557"",""principal"":false}]",pequeño
7hRrRz5-Te,inmuebles,"Alquilo de amplio departamento en 1er. piso de 4 habitaciones,","2 baños, sala, comedor, cocina, sala de estudio y lavandería en Urb. Quispicanchis D-2 (frente al jardín estatal María Montesori). Razón .",951350066,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""951350066"",""principal"":true}]",pequeño
QkHaVmIUDu,inmuebles,"Alquilo departamento 3er. piso hacia la calle 3 habitaciones, baño,","cocina C/ reposteros, sala, comedor y lavandería; Urb. Larapa Grande entrar por Av. 5, bajar paradero Rayito, a 2 cuadras “U” Andina, San Jerónimo. Para estudiante o pareja, No aceptamos mascotas. Razón Cels. , .",987413350,"Larapa Grande, San Jerónimo, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""987413350"",""principal"":true},{""tipo"":""telefono"",""valor"":""940839090"",""principal"":false}]",pequeño
Cjhm_aDwIa,inmuebles,"Alquilo departamento amplio de 3 dormitorios con roperos empotrados, sala,","cocina, comedor y 2 baños; ubicado en la Prolongación Av. Túpac Amaru, Urb. Los Sauces B-1, Wanchaq (frente a Villa El Periodista – Diario El Cusco). Razón . 084214679, Cels. , , .",972248776,"Los Sauces, Wanchaq, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""972248776"",""principal"":true},{""tipo"":""telefono"",""valor"":""974397397"",""principal"":false},{""tipo"":""telefono"",""valor"":""992287627"",""principal"":false}]",pequeño
oYPN24DSZi,inmuebles,"Alquilo departamento de 3 habitaciones sala, cocina, lavandería y 2",baños. También alquilo mini departamento; en Sacashuaylla A-4 San Sebastián (a 2 cuadras del Colegio de Abogados) y una casa en APV Ferroviarios- Saylla. Razón .,965737018,"San Sebastián, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""965737018"",""principal"":true}]",pequeño
b0SMIgeylH,inmuebles,Alquilo departamento de 3 y 2 dormitorios con servicios independientes;,en Urb. Los Nogales (Ref. por la cevicheria “Las Agallitas”). Razón,932398762,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""932398762"",""principal"":true}]",pequeño
47NTlsPItE,inmuebles,TRANSFORMA TU VIVIENDA EN UN ESPACIO DIGNO Y CONFORTABLE Elige,"vivir en un lugar accesible a todo, en el 1er. Paradero de Velazco Astete, con vistas al nuevo Ovalito de Wanchaq y áreas verdes. Departamento en alquiler o venta con 112 m², 2 baños, 3 habitaciones, sala-comedor, cocina, lavandería, estudio. .",984313163,"Wanchaq, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""984313163"",""principal"":true}]",pequeño
c2oPN3RaVe,inmuebles,"SE ALQUILA DEPARTAMENTO AMOBLADO Con 2 dormitorios, sala, comedor, cocina","y 2 baños; en 2do. nivel, ubicado en Larapa, al lado de la Iglesia “Santa Rita de Casia”. Informes , .",910864234,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""910864234"",""principal"":true},{""tipo"":""telefono"",""valor"":""964184874"",""principal"":false}]",pequeño
htlNSJEzGi,inmuebles,"ALQUILO LOCALES COMERCIALES EN CHINCHERO En el paradero principal Entel,","Calle Manco II con la Av. Mateo Pumacahua (ingreso al centro arqueológico), en 1er. nivel con baño propio y luz independiente; acondicionados para todo tipo de negocio. Razón .",952353955,"Manco II, Chinchero, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""952353955"",""principal"":true}]",pequeño
dIxRCGEeBK,inmuebles,"ALQUILO HERMOSA CASITA De 3 pisos; ubicada en Urb. Larapa,","consta de 4 habitaciones, 3 baños, sala comedor, cocina americana C/ reposteros altos y bajos, estudio, cuarto de juegos, etc., pequeño almacén, con cochera. Informes Cels. , .",973959699,"Larapa, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""973959699"",""principal"":true},{""tipo"":""telefono"",""valor"":""984665295"",""principal"":false}]",pequeño
Ad3H10Vs4V,inmuebles,"ALQUILO MINI DEPARTAMENTO EN EL 2DO. PISO De un dormitorio,","cocina, comedor y baño privado, para persona sola o estudiante; ubicado en calle Sucre (altura del 3er. paradero de San Sebastián). .",919047087,"San Sebastián, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""919047087"",""principal"":true}]",pequeño
2xnOa7_hAT,inmuebles,"ALQUILER DE HABITACIONES AMOBLADAS CON BAÑO PRIVADO TV con internet,","ducha con agua caliente, pequeña cocina para comidas ligeras, cámara de seguridad. Incluye internet Wifi, ubicado al costado del templo Recoleta. los Cels. , .",944141792,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""944141792"",""principal"":true},{""tipo"":""telefono"",""valor"":""958682004"",""principal"":false}]",pequeño
pKOO7iCI4C,inmuebles,SE ALQUILA UNA CASA DE CAMPO CON O SIN AMOBLAR,"Ubicada en lugar ecológico, rodeado de vegetación y área verde en la Asociación “El Huerto” Patapata – San Jerónimo (a 30 minutos de la ciudad del Cusco). Razón",920132508,"San Jerónimo, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""920132508"",""principal"":true}]",pequeño
VH39z0ezMY,inmuebles,SE ALQUILA DEPARTAMENTO EN EL 1ER. PISO Con 2 dormitorios,"amplios, sala-comedor, cocina, baño y lavandería; en Urb. José Carlos Mariátegui B-3 (calle Uno, frente a PRONAA). Cels. , .",974620686,"Uno, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""974620686"",""principal"":true},{""tipo"":""telefono"",""valor"":""955147113"",""principal"":false}]",pequeño
jjhQHuBQHs,inmuebles,"ALQUILO CASA CONSTA DE 3 HABITACIONES Sala, comedor, patio y","baño; ubicado en calle Mariscal Sucre, paradero Santa Rosa San Sebastián, precio en S/. 1,200 soles (conversable). o , .",925541072,"Mariscal Sucre, San Sebastián, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""whatsapp"",""valor"":""925541072"",""principal"":true},{""tipo"":""whatsapp"",""valor"":""984505300"",""principal"":false}]",pequeño
2Dg7uikNOy,inmuebles,TIENDAS COMERCIALES EN ESTRENO EN ALQUILER DE 16.5 M² Y,"9 M² Con licencia de construcción aprobada por la municipalidad, ubicadas en zona exclusiva y altamente comercial de Av. El Ejercito. Precio a tratar directamente con la propietaria. Razón Cels. ,",950160572,"El Ejercito. Precio a tratar directamente, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""950160572"",""principal"":true},{""tipo"":""telefono"",""valor"":""926073467"",""principal"":false}]",pequeño
4LSDm9MTa-,inmuebles,ALQUILO TIENDAS DE 50 Y 45 M² EN 1ER. PISO,Otro de 70 m² en 2do. piso y en sótano de 60 m²; ubicados en Jr. Coya (a media cuadra de Av. Huayruropata). Razón,949703164,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""949703164"",""principal"":true}]",pequeño
LRR2D4lx8p,inmuebles,ALQUILO LOCAL AMPLIO DE 350 M² EN 1ER. PISO Hacia,"la calle, exclusivo para Clínicas, Centros de Rehabilitación, financieras y otros (excepto Restaurantes), en zona altamente comercial y otra moderna oficina de 40 m² en 2do. piso con servicios independientes, apto para agencias de turismo, estudios jurídicos, centros odontológicos y otros; ambos ubicados en Jirón Ricardo Palma A-2, Urb. Santa Mónica – Wanchaq.",953767493,"Wanchaq, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""953767493"",""principal"":true}]",mediano
SzAHj0t1V8,inmuebles,ALQUILO MINI DEPARTAMENTO En el distrito de San Jerónimo. A,"media cuadra del mercado Vinocanchón y a una cuadra de la prolongación Av. de la Cultura. Consta de 2 habitaciones, 1 baño con terma, sala-cocineta, ideal para estudiantes, o pareja. Comunicarse al .",933541843,"de la Cultura, San Jerónimo, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""933541843"",""principal"":true}]",pequeño
QS4cOTKCy2,inmuebles,ALQUILO DEPARTAMENTO EN LA U.V. SANTIAGO Consta de 3 dormitorios,"1 baño, sala-comedor Cocina-lavandería Área 120 m² impecable Razón",920610989,"Santiago, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""920610989"",""principal"":true}]",pequeño
3BOCBPs_Yd,inmuebles,SE ALQUILA AMPLIO LOCAL COMERCIAL DE 160 M² En 5to.,"piso, frente a la UNSAAC. Interesados",984919204,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""984919204"",""principal"":true}]",pequeño
4JgNGzVquS,inmuebles,ALQUILO LOCAL COMERCIAL EN 1ER. PISO CON MEZANINE Área total,"290 m² ubicado en Av. Micaela Bastidas nchaq Cusco (frente al Ministerio de Transporte). los Cels. , .",950308964,"Cusco, Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""950308964"",""principal"":true},{""tipo"":""telefono"",""valor"":""974755306"",""principal"":false}]",pequeño
LUeiqYhqUt,inmuebles,"SE DA EN CONCESIÓN O ALQUILER HACIENDA-HOTEL Con fines turísticos,",recreativos y para eventos; ubicado cerca a Pisaq y al Señor de Huanca. Propuesta al .,979411631,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""979411631"",""principal"":true}]",pequeño
